id;text;HS;TR;AG
24140;@NathalyMendieta Imbecil te lo merecas. Agradceme perra https://t.co/Dn3lcV4A4z;1;1;1
24351;Putos inmigrantes !! https://t.co/M7H7lQYaPv;1;0;1
23103;Lo de el Cis de @sanchezcastejon es de risa... Eso es que se han ido hacer las encuestas a la misma valla de Ceuta.;0;0;0
24169;@faaavb_ Tu eres ms perra que humana.;1;1;1
21362;Cllate Zorra' el 'cllate perro' de este semestre;0;0;0
20125;-Mujer: Bsame una vez y te pertenecere para siempre? -Hombre: Ostia! Gracias por la advertencia!;1;0;0
23445;Tu mujer es una puta lliama al remicero fijate guanpudo tenes una mama puta jaja;1;1;1
24227;@Steffers__ Hija de puta. Callate pinche chismosa;1;1;1
24756;@AlwaysChris_16 @w0k0t @_Raccado_ @guille_five QUE NOOOO QUE NOOOO TU ERES ALIADO DE JORDI EL NIO POLLA;0;0;0
23003;Pero ningn indocumentado. https://t.co/em2IxNor5i;0;0;0
20948;@califffournia callate puta x lo menos yo tengo la custodia;1;1;1
24112;Pablo Casado se equivoca: la inmigracin tiene ms efectos positivos que negativos https://t.co/fDFvQTzBzy;0;0;0
22950;Guardia Nacional ayuda a detener a uno de cada 10 indocumentados  El Tiempo Las Vegas - https://t.co/yuOtfUuhVO https://t.co/TY2WRXSNF7;0;0;0
23588;@Fernanda55E Tu cllate perra;1;1;1
22924;@emjuarez7 T eres mi favorita perra;1;1;0
24311;Igual t para follarte a alguien te fijas en su personalidad pero en una APP que es para FOLLAR no todos tienen que tener el mismo criterio.;0;0;0
22881;@lagarder81 Ya tengo claro q tu eres tonto y ya est ..eres como un loro todo lo que ves lo pones sin tener ni puta idea de lo q pones...es q otra explicacin no le saco...tb te vas ahora con los vascos...por si los catalanes tb se sale rana.;0;0;0
22277;@pauvillarreal9 Callate cara d perra;1;1;1
24552;@CocotePR @ashleyhonohan callate puta;1;1;1
23729;@RicardoPatinoEC @JorgeGlas T eres otro ladron hijo de puta;0;0;0
20458;@kanouted10S @kike57108578 Dice claramente mi novia es sevillista y es una puta ms ... Evidentemente se refiere a las sevillistas como putas;1;0;1
20241;@PabloAlgeo Cllate la concha de tu hermana puta;1;1;1
20769;@ShailynYanika jajajajajaja si tu eres una perra EL SIEMPRE SER CABRON;1;1;1
21452;@perocallate Me parto la polla;0;0;0
23526;menuda zorra te a tocado al lado alejate ya de ella  Callate no tienes ni idea https://t.co/UPgZSlWMU4;1;1;1
24256;@ponchogomezg Existe mucho acoso y violacin a los derechos humanos dentro de los planteles Ojal que se atiendan de manera eficiente ya que muchas veces quedan en el olvid las quejas y se siguen cometiendo atropellos.;0;0;0
24602;Los huracanes con nombre de mujer son ms letales' https://t.co/Wql6F2Em2U;1;0;0
20186;ODIAME ERO AL MIRARTE A UN ESPEJO RECUERDA YO SOY AGIL Y ATRACTIVA TU ERES UNA PUTA CERDA;1;1;1
22562;Ins arrimadas cllate la puta boca de una vez me dijo el mundo estaba kung fu bailando;0;0;0
24759;@_sa_dg Callate zorra ayer yo estaba sanito en mis 5 sentidos jaja;1;1;1
21425;como puede ser que justifiquen un acoso o una violacin porque 'estaba borracho' loco yo tambin el finde estaba borracha y no por eso viole a una mina DEJEN DE JUSTIFICAR MACHITOS;0;0;0
21542;@Rubiaaa31 Cuando cumplas 18 te denuncio por violacin y acoso;0;0;0
21050;@GvyMC @Wismichu Callate puta rata ya estas llorando??;0;0;0
23329;@LeticiaDolera Es la que interpreto a la hija de Arnold. Por aquel entonces tenia 14 aos.;0;0;0
24638;"""""NICOLAS MADURO """"""""ME LLEVE EL ORO DE VENEZUELA ANTES QUE TRUMP VENGA A INVADIRNOS Y QUIERA ROBAR NUESTRAS RIQUEZAS NUESTROS HERMANOS LOS RABES LO CUIDARAN MEJOR """""""" https://t.co/2uc0IHWJN9""""";0;0;1
22960;1- no se pintan para crear un efecto en ti 2- por merecer os mereceis una puta mierda https://t.co/88AN9WNs1i;0;0;0
23624;@Maaaaimolina Callate puta y decime ya cuando nos juntamos;1;1;1
23871;@Revolucion3_0 Cierto t eres un hijo de puta ms ratero y corrupto de este narcoestado y AMLO es decente hasta la comparacin ofende!;0;0;0
20286;Quin les ensear a los hijos fe puta a ser hijos de puta?;0;0;0
23133;@5ANTYXD @JoaquinPutoAmo Segn los medios dicen que te calles la puta boca;0;0;0
24195;Protege de la deportacin a algunos inmigrantes que fueron trados por sus padres cuando eran nios https://t.co/nIzo3RrHsz;0;0;0
23350;Fos Yo te pego en la cara si me echas humo en la cara alv https://t.co/uRdzzasX4E;0;0;0
20918;El vicepresidente de la Diputacin de Alicante se disculpa tras pedir deportaciones masivas deinmigrantes https://t.co/zpHcDCH5KS;0;0;0
21330;CLLATE PUTA ZORRA BORRACHA DROGADICTA https://t.co/60lgyRsEfk;1;1;1
21562;@BarraganAdolfo @PinkyGrace_  odio los y yo msssssss jajajaja o pues a mi... callate la puta boca y escucha joder! JAJAJA;0;0;0
22663;mi novia es una puta merienda;1;1;1
24241;Estimados @FcpysUNCuyo quisiera saber por qu tienen a este antisemita dando clase en su universidad avalan este tipo de pensamientos? esto es lo que se ensea en la materia Estudios rabes Contemporneos? https://t.co/kDMw7OrLuH;1;1;0
24331;@JLozanoA @RicardoAnayaC Si ese Wey es un lacayo t eres la puta del PRI;0;0;0
24390;Sabe cul es la visa que beneficia a indocumentados vctimas o testigos de crmenes:  https://t.co/yDunZTiVtD;0;0;0
24559;@TomiLahren Ya callate puta;1;1;1
21345;@dayaneishka_s TU ERES BIEN PUTA NO TE IMPORTA NAHH.;1;1;1
23290;@angela15rubio Callate y sacate la puta eso;0;0;0
24916;-PERO PORQUE PUTAS TE MIRA TANTO ESA ZORRA??? LA CONOCES?? ES TU CASERA DEPLANO!!! HABLA PUES IMBECIL..! - Es una revista pendeja ..!! - ah si.! Es cierto  te awo veve de lus..!  https://t.co/JRDrzuWD6H;1;1;1
21776;@Barbijaputa Puta = Jaque mate;1;1;1
22736;Emiratos rabes y el Dubai International Financial Centre quieren crear el primer sistema de resolucin de disputas basado en blockchain e integrado en un sistema judicial https://t.co/uMWbdFPRnw;0;0;0
21743;Cogerse al amigo de su vieja para comprobar que si es gay   Pinches mayates no se quieran justificar. #TipicoDeCelosos;1;1;1
20895;QUE haces con cc mogolica pili  Puta tomi callate https://t.co/1ceUx5zHuc;1;1;1
23758;Primero sacab de la convocatoria del 1er equipo a Duque y ngelo.  Ahora ni a la Sub 20 van. Y del gero Daz ni hablamos. 3 delanteros borrados en Atlas.  Qu pasar s Octavio Rivero no funciona? https://t.co/Ih6pY5FaxD;0;0;0
24274;Como se le ocurre ir contra la libertad y el buen Rollo! Dejad que los inmigrantes se explayen y disfruten de nuestra pasta y  mujeres. https://t.co/aNAG768mBL;1;0;1
23125;@lortegadiaz Perra maldita t eres la primera en la@hoguera por crmenes de lesa humanidad perra maldita;1;1;1
20324;Mami puso una emisora con cancin rabe y siento que en cualquier momento vamos a explotar.;1;0;1
21391;Okeyy puta envame una enseando un poco mas y te tradeo en Ebay por una nintendo switch que tengo ganas de jugar al super mario ( eso es que tienes mucho valor para mi) https://t.co/5yNotSLhmu;1;1;1
24190;Por algo ser la polla es bueno y un coazo es malo;0;0;0
22526;Hasta ahora me vi el captulo de #TWD y solo tengo que decir que Eugene es un hijo de puta que mereca morir en lugar de Carl. Ah y qu adoro a Maggie obviamente no ms que a Carol.;0;0;0
20043;@intonarumori13 Cllate y ven ya joder hostia puta;0;0;0
23405;Ests cabrn 'jodia golda puta tu eres para m' https://t.co/Z4NDUE6wKL;1;1;1
23848;Tpica respuesta de gorda...: http://t.co/E4VgERSomC;1;1;1
23546;Salma Hayek no parece una mujer que permita el acoso y permanecer callada... Yo lo hubiera hecho qu se arrastrara cmo un gusano!;0;0;0
21921;Hola.   Segn yo iba a subir fotos cada semana pero he estado muy ocupado hacindome pendejo. Hoy les traigo a Domino y Gero. Se vean muy cagados solo https://t.co/Ndn08yVsqS;0;0;0
22286;@Luis050876 @EspanaTovio @CeDemocratico mmmmm ese es el argumento cnico que usan algunos para justificar una violacin o acoso;0;0;0
22022;alohomora c le sort des arabes;0;0;0
20055;Cmo cuando ests bien prietita y te dicen gera jajaja;0;0;0
24087;Me acaban de ensear un examen de anatoma de otra universidad (no dire cul) es una puta broma JAJA;0;0;0
24406;Interesante el video. El agresor parecer ser uno de esos tantos refugiados que los progres gustan abrir las puertas. Estaria bueno saber que se dijeron AMBOS.   Y por ltimo el franchute que se par y agarro la silla es la fiel representacin del occidental cagon promedio. https://t.co/uzMv1E2PPe;1;0;1
22646;@aguscrisalidee @elisacarrio Callate negra puta. Segui choripaneando.;1;1;1
20069;@chechechacon Tu eres una puta sentenciada y estas con concha en el congreso. Mentiste en tu cv y a las justas terminaste primaria. No te hagas la santa hipocrita de cuarta;1;1;1
24822;@Relatofeminista 'A m slo me gustan las tas si son guarras'. Para m est claro que si usa guarra para adjetivar el tipo de mujeres que le gusta no debe de asociarle las mismas connotaciones negativas que presuponis. Tengo amigas que se autoadjetivan;1;0;0
24065;La mezquita del siglo XXI en Abu Dabi https://t.co/TuwNPpKAWy;0;0;0
24835;@mykingdoblas Como si tu hubieras echo eso callate la puta boca;0;0;0
24374;Controles policiales durante 24 horas a pesar de ser una frontera Schengen provocan un goteo diario de #migrantes y #refugiados rechazados en la zona fronteriza de Irn-Hendaya. #FronteraNorte  https://t.co/QgX6q7ygXG;0;0;0
23189;En El Mundo Estn Todos Locos Ahora el Tema Es Acoso Sexual Gente Cuenta 20aos Para Atrs Sera O No Todos Son Acosados Vamos. https://t.co/CDX2fueSxD;0;0;0
21188;KAMIIIIIIIIGAAAAAA TU ERES LA AMIGA QUE SE METE LAS POLLAS DOBLS EN EL COOOOOOOOOOOOO ZORRA VETE A TOMAR POR CULOOOOO PEAZO PUTA ANDA ZORRAAAAA *i sing it like Camina*;1;1;1
22203;"""""VENEZUELA| Solidaridad desde la Repblica rabe #Siria   El presidente legtimo Bashar Al Asad conden los hechos.   """"""""Siria confa en la habilidad del gobierno Venezolano para tratar los asuntos internos en el marco de las instituciones y respetando la Constitucin"""""""" https://t.co/1WE4RDf0lV""""";0;0;1
20050;Immigration ? Invasion ? Entrada masiva de INMIGRANTES subsaharianos a CEUTA | Espaa https://t.co/sUe4DoZLXB via @YouTub information passe sous silence par les mdias belges #desinformation;0;0;0
20851;uno se pone muy soberbio y arrogante cuando tiene mucha plata en los bolsillos.. @palabranoticia @anquinteros;0;0;0
24709;Lo de Maduro sali mal. Lstima. Era un drone sudaca. Un drone-bomba americano no fallaba.;1;1;1
24718;@Vegan_GirlPower No hay que ensear a los estafados por los bancos como no quedarse en la puta calle. Sus empleados deben saber practicar banca etica.;0;0;0
20975;@HanzoHattori23 @eldiarioes @Barbijaputa Y sobre cmo 'distinguir y separar CLARAMENTE' lo que es violacin y acoso de aquello que no lo es: https://t.co/kPxlVR65JG;0;0;0
22441;@parejamadrid31 Uuiifffff me encanta cmo me gustara follarte bien tu coo y culo;0;0;0
22507;Hoy nos ha dado mucha alegra  recibir noticias de Soda desde su hogar ya que llevbamos mucho tiempo sin saber de ella. Muchas gracias por las fotos a su famlia.;0;0;0
24400;@MoreauLeopoldo @CicchittiM Cllate hijo de puta te insulto como vos lo hiciste con el Pte de Cmara De Diputado cargo q te queda grande imbecel trepador y traidor no te quieren ni tus hijos SORETE;0;0;0
22654;Un subfusil y me voy a la valla de Ceuta. O a Tractoria. No pasarn;1;0;1
22515;As son:VULGARES.No tienen ms argumentos Aprendieron el legado aquel:'Te pego en la cara marica' del innombrable. @efrapotter @Infracer @gurozu @ELCOCODIAZ https://t.co/R1PUZDKif8;0;0;0
20455;Q hijo d puta. Cllate  #LQSAForever;0;0;0
21068;A LOS INMIGRANTES ILEGALES HAY QUE DEPORTARLOS A SU PAIS DE ORIGEN YA!! - El Gobierno crear un mando nico policial para combatir la inmigracin ilegal https://t.co/8drls5owWB va @Elperiodico;1;0;1
21027;@flasherius callate zorra del orto estoy en wilde dame bola;1;1;1
24109;Iba a decir TOMA LA ZORRA MANIPULADORA ASQUEROSA SE MERECA MORIR POR REPUGNANTE pero entonces me he acordado de que es la madre de Allison y de que se va a liar la de la hostia entre Allison y Scott;1;1;1
22389;@gabicerru Anda a la puta q te pario. Quien te pensas q sos para ensear a la militancia? Te la das de sobradora encima jaja . En breve terminas como sanguchito Bossio.;0;0;0
22219;@Martukkki @mividaconmi @yodominguez Es que la puta libre lucha denuncia la explotacin sexual. No tiene nada que ver! Por la explotacin laboral en la industria textil vamos a abolir la industria textil? No. Vamos a perseguir la explotacin;0;0;0
21373;@diarioas Le pega primero en la cara 'tonto la polla';0;0;0
21405;PIETRAPIERCE STORY: PURS SANGS ARABES STARS DES FESTIVITES A AGAR EL M... https://t.co/G2HgYnflxg;0;0;0
24910;no puedo dejar de escuchar Arabe q alguien me pare;0;0;0
20094;Bronceado 2018 goals he ido al kebap y me han hablado en rabe.   misin cumplida;0;0;0
21227;@La_Gr0sera Si vas a ensear Ensa bien hija de tu puta madre siempre es la misma mierda... PENDEJA;1;1;1
22300;@CamiiTeran Callate y ponete a estudiar zorra;1;1;1
20835;Que bueeeen quilombo jajaajaj. Te lo merecias por zorra;1;1;1
21150;@agos_goroso CALLATE HIJA DE PUTA JAJAJAJAJAJAJAJAJAJA;0;0;0
22512;No s dnde vives pero la delincuencia que he visto yo cuando he ido de vacaciones a Madrid y a Barcelona es absoluta vale y estos seores al no tener papeles se ven totalmente Internet de lo que les pueda pasar sin miedo total a la ley https://t.co/dikQdlSUk5;1;0;0
22664;@bolaporno @BelGris dej de escribir burradas... us tus imbciles manitos para cascrtela pensando en la polla de @BelGris;0;0;0
24855;@jarid_pereira @maria_lejandra6 jarid callate brothal ella era puta pero aurelio es tan santo verdad. ella sabia con quien acostarse pa tener las cone;1;1;1
24875;Otra puta injusticia.... Raoul grande Te mereces lo mejor #OTGala8;0;0;0
23485;Dude un alacrn casi tan gero como yo apareci en mi cama;0;0;0
21803;#LasMalcriadas @LasMalcriadasTV 'Me vas a decir que tu eres solo un cliente y yo una puta' Ah que boquita tienes Laura;0;0;0
21297;@valevitarb es que t eres LA perra MAYOR;1;1;1
22425;me muero por decirte que te calles la puta boca de una puta jodida vez pero voy a pasar;0;0;0
21742;Esta mujer es puta ama... las cosas como son https://t.co/RWvUjPdynp;0;0;0
22472;El guapsimo arabe quiere que le ensee espaol  HAHA;0;0;0
24472;@silvestreLidier T eres una perra jajaja;1;1;1
22877;imgenes exclusivas de Casado y Rivera ante la valla de Melilla. https://t.co/xmT7NTit7o;0;0;0
23921;Me fumo 3 hoy y quedo en las  del machupichu jajaja;0;0;0
24436;@SoleOchoa15 ammmmmmmm vos sabes que no me gusta nadie callate perra;1;1;1
23999;El video de Faby enseandole a abrir un champagne a Agos JAJAJAJAJAJAJAJAJAJA la puta madre que buen videoo;0;0;0
22226;@bianlandaida_ @DelffiSalinas QUE ZORRA TE MERECES LA MUERTE;1;1;1
24426;@misu_nicole callate puta q ibas a ir;1;1;1
21354;Cllate madre perra culi maraca conchetumare hija de la Daniela Chvez que tiene las panderetas de la zorra colgando. Saludos cordiales. Beso en el poto que te rompemos ao a ao en La Ruca  https://t.co/j1HWOWSTOZ;1;1;1
24891;@KelvexM @JessiiJG @zDeprooz_ @JenniferELM1 t eres mi oveja puta;1;1;0
21980;@aguandradaa callate una vez q toy feliz lo quiero compartir china puta;1;1;1
21432;Le tuve que ensear mi Whatsapp al tcnico de AT&T y ahora sabe que soy puta;1;1;1
22977;@wladdiespin @MashiRafael Cllate hijo de la gran puta zorra de tu madre;0;0;0
24381;La puta madre no te ensearon a golpear la puerta;0;0;0
23605;@clau_benedito @yaoecabrera Callate pendejo mogolico de mierda hijo de mil puta la concha de tu prima zorra chupa pija;0;0;0
21016;Mami no es que yo te quiera decir puta pero si tu eres bien putaputaputaputaputaputaaa;1;1;1
20153;@lammothsenpai el simio fuenlabreo al cual tengo que ver ms a menudo. Eres un to de puta madre y te mereces lo mejor del mundo. Espero que en 2018 te vaya todo de lujo y empieces por la puerta grande.;0;0;0
23979;Si eres de los que piensas que una mujer es una mala puta por pensar diferente a ti Vota a ERC PdCAT o CUP;1;0;0
22523;Me han dicho que tengo ojos de rabe. Qu significar eso.;0;0;0
24629;@Humbert8204 Publica una foto con una polla metida en tu culo bb;0;0;0
21759;@Ahrizorrita9 Mmm... Cuidarte y follarte con ganas y llenar tu coo con harto semen;0;0;0
22695;@JDanceInTheDark no puta levanta tu coo puta busca trabajo puta consigue un negocio puta chupa una polla puta;1;1;1
23174;@victorACDZ @yael_diaz Tu cllate alv perra envidiosa;1;1;1
20940;CUANDO ESTS DE NOVIA ES NORMAL QUE UNA PERSONA SE PONGA TANNNNN HIJA DE PUTA??????;0;0;0
22164;VAMOS LA PUTA MADRE FLORENCIA TE LO RE MERECIAS FEDE LA TENES ADENTRO PETIZO PUTO ahre igual si estoy feliz callense;0;0;0
20290;Campo de Refugiados en ESPAA  Q gobierno tendr Los Santos Cohones de poner fin S o S a este despropsito? #campoderefugiados #espaa https://t.co/ejGcKANZrz;1;0;1
21484;@FunesCartagena Cllate serote vos ya no sos de aqui podras en ese pas hijo de puta;0;0;0
20611;@VickyGomes0 @matisztajn CALLATE HIJO DE RE MIL PUTA;0;0;0
20010;vos me haces eso te pego una patada en la cara https://t.co/2drqUu5Rwc;0;0;0
21811;@juliamengo @leonvodoo Puta asquerosa cllate. Sino te gusta andate del pais;1;1;1
21574;-pero Ivar mat a Sigurd y Bjrn quiere hacer honor a Rag- -PERO CALLATE LA PUTA MADRE QUE NO SABES DECIR OTRA COSA https://t.co/i0OUFlx0M1;0;0;0
21404;Demasiadas manos para mover la batuta al @PSOE https://t.co/neXxzVyTGX @PPopular @pablocasado_ @mdcospedal @AlfonsoRojoPD @periodistadigit @AmorNacional23 @ManhattanManOne @desamparadosb @GeneralArmada @MCarmenRiv74 @CdV_Sevilla @Chemaremax @Claraazulita @jesusropa @generalguzman;0;0;0
21754;Los de la Under le pasaron todo su pene por la cara a Sudaca en traer al gran papacho;1;0;1
20924;No entiendo por que nunca me puedo quedar callada cuando me dicen algo la puta madre siempre tengo que insultar;0;0;0
20348;@CRDecoracion si a mi me dicen mardita hubiese dicho 'yo si mi amor' como una real perra pero tu eres nula as que te prestare mi tarjeta para que te compres una personalidad;1;1;0
20319;Por violacin y Acoso sexual https://t.co/TSRoNVRY22;0;0;0
23734;Hasta cuando debemos aguantar el abuso d inmigrantes q no respetan  leyes y estn ilegales en menos a nuestros @BomberosdeChile estos  Deben ser expulsados y jams regresar @sebastianpinera @GobiernodeChile @min_interior @Sub_Interior @PDI_CHILE https://t.co/mZKfxgI3pg;1;0;1
20862;nadie te quiere perra Mam: ya lo se Jajajajajjajajajajajajajaj esta mujer es lo mejor;1;1;1
20969;mega arabe remix la rompe toda amigo q zarpado q esta;0;0;0
23632;Los manteros subsaharianos desbocados...Las mafias se lian en Torrevieja a sillazos contra la policia. #ELECCIONESGENERALESYA https://t.co/nlU1B4gjsM;1;0;0
22228;""""" si no hay chicas maana saldremos a violar jvenes de aqu...(hahaha) esto no es un comentario de la """"""""manada"""""""" . Es un comentario en un CiE de inmigrantes que han saltado ilegalmente la valla.  Ver este video https://t.co/D4gBiFQeIl https://t.co/YLVsifVEai""""";1;0;1
22527;Hoy @ArandinaCF clama contra el #abusosexual tras el caso de los ex jugadores del club. #sucesos #Arandina https://t.co/yyg9ASxWlQ;0;0;0
24166;@LoreniaCarr Cllate perra si todas tus conversaciones son spanglish  te evitarias las correcciones a espaol;1;1;1
22172;Dia 2  Estos gabachos cmo pueden vivir sin chilitos serrano en casa ? : me siento incompleta;0;0;0
24402;zorra eres tu que no te sientes hombre y no entiendes que toda mujer es bella;0;0;0
22781;@lopezdoriga Cllate puta! https://t.co/RO41NM4OQm;1;1;1
23311;Limpiando me he encontrado estos pendientes que me regal un tendero en Jerusaln por escribirle una frase en espaol. An me veo corriendo cuesta abajo por el Monte de los Olivos porque un imberbe rabe quera que le diera un beso. Vivencias.  https://t.co/9w9bmWs4Ju;0;0;0
23760;@BorjaBlueEyes @Zekengod Callate la puta boca de rubio que tienes;0;0;0
23145;A m no me mires con esos ojos que te como toda la boca.  Comemela. https://t.co/7L2yeCsIMN;0;0;0
23153;que asco le tengo a esta mina la puta que la pari POR QU NO TE VAS A TU CASA COME CON LA BOCA CERRADA CALLATE NO HABLES vieja atravesada;1;1;1
22092;Jesus le mete ideas en la cabeza a Gabe la puta madre que lo pari cllate hombre;0;0;0
23881;Con la cancin de arabe me va a pasar lo mismo que con explota pero despus no la voy a poder dejar de escuchar;0;0;0
23826;Tpate las tetas pedazo de guarra  No quiero y no soy una guarra por ensearlas Sorrynotsorry https://t.co/BhBgoMB85e;1;1;1
24364;@JorgeCalixHN Safate perro hijuelagranputa q putas hablas mierda perro basura bastardo son los pocos adjetivos q te mereces escoria;0;0;0
24821;Orita mi perra me despert para ensearme su nuevo peluche fav;0;0;0
24687;A estos muchachos nunca les ensearon que nunca se tienen que separar? Hijos de puta;0;0;0
20609;@ReSidentG1RL @BlendFreshon Cllate perra;1;1;1
20852;Comemela mientras te meto los dedos https://t.co/R1gEttjD4S;1;1;1
24021;@MChelowsky @zayndebnm Pero qu dices de hatear? Si no tienes ni puta idea cllate;0;0;0
23489;mi hermano: QUE YO NO SOY RACISTA JODER ATRVETE A LLAMARME ESO OTRA VEZ  mi hermano: encima que nosotros somos espaoles y les dan todo a los putos moros y a los negros y nos quitan el trabajo y ...;1;0;1
21589;tu conoces al nio polla? y no hablo de jordi  xd estais tocaisimos quin a ver https://t.co/UsPceGCxUl;0;0;0
24415;Agregu un video a una lista de reproduccin de @YouTube https://t.co/k3kPDbO4nD Promo Curso de Arabe;0;0;0
23838;@Wismichu @auronplay Cllate puta.;1;1;1
22712;@yungpichaku @3adawiyaaa tu eres mi problema puta x;1;1;1
22339;@Natjiusshka @vacomotrompada @Centrojas Cllate puta lesbiana peronista;1;1;1
22904;Pues que manden all a todos esos que saltan la valla  de Ceuta https://t.co/CWoUCoXBQs;1;0;0
23306;Estos rabes le andan metiendo duro a la publicidad de sus canciones en YouTube.;0;0;0
20163;Cmo me atraen las geras;0;0;0
22693;@Marta04104594 Embestir te con fuerza q chilles al sentir mi.polla en tu coo humedo;0;0;0
23750;Hdsptm geras pelones sin cejas https://t.co/K8otT8zeuI;1;0;0
22866;Mi mama encontr fotos mas de cuando bailaba rabe.. Ojala mis hijos nunca las vean;0;0;0
21490;"""""INMIGRaNTE Pista con Coro"""""""""""""""" -LETRA- https://t.co/Hge7nUQ1Nc ZiR: https://t.co/K7qdDFhwz8 a travs de @YouTube""""""""""""";0;0;1
23779;@LeticiaDolera @policia @zoidoJI A saber el orden  que pone en su casa ante su familia. Hijo de puta cobarde!!!!;0;0;0
23203;Quiero seguir viendo a @_veronicamontes  en #MQB;0;0;0
20086;@PatricioMery @Pontifex_es Callate bobo hijo de puta bestia humana lacra asquerosa izquierdistas rateros mal paridos;0;0;0
21438;@Equipo_Camila .... Que Tu Eres Bien Puta #CamilaVallejo #Chile https://t.co/kvUi1xiAwb https://t.co/sqmbrI13wj;1;1;1
22484;Es racista para los africanos para los sudacas no... https://t.co/Nz5EBx8mK6;1;0;0
23205;Miriam se mereca una cancin decente para bordarlo y es que la perra lo ha bordado y se ha quedado tan tranqui! #OTGala8;1;1;0
24804;Es increble a qu punto han llegado los progres frente a la canalla de los invasores https://t.co/8k3AYogY8T;1;0;1
23983;De donde sali este pendejo?!. Un reflejo de la escoria social que abunda por todos lados... Pinche imbcil https://t.co/iuIK00DVdA;0;0;0
23267;Razones para quedarse en Puebla:    1. Tacos rabes   2. Cemitas;0;0;0
22420;I want to write you a song se merecia mas y la puta madre la letra es lo mas hermoso y la melodia es paz total la concha de la lora SE MERECIA MAS;0;0;0
20220;BUENO Y TU ERES UNA PUTA ARRASTRADA! Laidy Gmez carg contra Guanipa y lo tach de 'divisionista' https://t.co/oWWzD7N17m va @maduradascom;1;1;1
21619;@NicolasMaduro Callate la boca burro maldito... Q vas a saber tu q contenan las proclamas d Bolivar.... Hijo de la gran puta maldito Burro;0;0;0
21903;Igual no me la baja nada porque me estoy re perra est imbcil me va a venir a decir algo toca de ac;1;1;1
20997;@patty_m_i Jajajajajaja que perra cllate // resolucin de 2018 poner atencin;1;1;1
23380;Pero es que pones Egipto o Emiratos rabes que son nuestros casos e igual juran que vamos a Qatar gracias a Korea... https://t.co/fJScL7bYfL;0;0;0
21951;Lo nico que debe votar una mujer son sus tetas cuando hacen deporte. #GravedadAnteTodo;1;0;0
22330;@booty_celli zorra CALLATE te mato;1;1;1
22680;Me gust un video de @YouTube https://t.co/tf6iuopEW0 MAQUILLAJE ARABE / KIM KARDASHIAN - ARAB MAKEUP KIM KARDASHIAN INSPIRED;0;0;0
21143;@LuzSalgado_R callte perra sarnosa t hablando de corrupcin...y se te olvido la salita del SIN con tu cach....montesinos??;1;1;1
21473;Dos mil RT a esta escoria... pero luego no fueron a Bruselas a pasear su odio y todo es culpa de los medios. Va @mohorte https://t.co/rlB2eb9eLL;0;0;0
20026;@enkarny282 @irenejunquera No tienes ni puta idea.la melodia es mi novia es sevillista...una puta mas.;1;1;1
22026;Hamman Al Aldalus | Baos rabes de relajacin https://t.co/MHeGHYA6Df;0;0;0
22795;#HaceMuchoQue no friegas el suelo;0;0;0
24567;Hay algunos geros por los que dejara muy de lado mi amor por los negros.;1;0;0
20534;Muy vien todos los negros extinguidos a tomar x culo asin no vienen a nuestro pais los putos negratas  amsSs... https://t.co/SJDxqmrApl;1;0;1
24885;@MasculinismoEsp A ti! Movimiento SEMEN!!;0;0;0
20823;Retweeted Carlos Pealoza (@GenPenaloza):  INDOCUMENTADO a punto de entrar en coma. Se le alzaron Izarra y Mary Pili. Ademas sus 3 hijastros son acusados en EEUU de lavar $200 millones. Debe ser el dinero de la... https://t.co/PYIXWYkgaY;0;0;0
22554;Que hijos de puta como estos estn en la calle solo pueden provocar este tipo d cosas. El detenido por el crimen de Vctor Lanez ya cumpli condena por dejar tetrapljico a un polica en Barcelona https://t.co/3hwGtBPxTj;0;0;0
24711;Que temon rabe amigo;0;0;0
21293;ESAS COSAS Y OTRAS PUEDEN PASAR POR MANTENER A LA INMIGRACION ILEGAL EN ESPAA Y NO EXPULSARLOS NO? - La agresin de los manteros a un turista pone a Colau en un aprieto https://t.co/C7mZWXAl9P va @Elperiodico;1;0;0
20053;Querida t eres una puta sin llenadero.. que dicen tus hijos de tu nuevo amor? Sigues siendo su ejemplo;1;1;1
22582;Es por que no soy gera?;0;0;0
21377;@AixaGimenez18 Callate puta y anda a dormir;1;1;1
21823;Hy man10 HOMBRES RABES DESNUDOS Y ERECTOS Te excitarn! https://t.co/kjxNGLNXQF via @gaymasweb;0;0;0
20803;@Zurine3 Lo de llamarles intelectuales de la cosmtica es de Traka. Xddd! Coo Panten  Hago con mi coo  Lo que quiero  #ALaMierda;0;0;0
20413;En un descuido y los geros estn detrs de todo esto! https://t.co/p8IiBPxtHd;1;0;0
21907;Wow whatsapp ahora permite compartir ubicacin enviar imgenes contactos y hasta indocumentados https://t.co/50mcnyoB7Z;1;0;0
22266;@todorokishalf su cuenta sera un constante CLLATE ESCORIA !!!! com muchos !!!! y mayusculas;0;0;0
21398;@DaniBisogno Cuando regresa la gera Limantur? Por fa!!! Una pequea aparicin en @Ventaneandouno https://t.co/74FnmawmXE;0;0;0
20608;@amparolasheras @gabrielrufian Amparo un porro Amparo po ziera bastante mejor persona q t pq t eres una perra sarnosa ponte el chip por si te escapas https://t.co/aoxLoYaW95;1;1;1
21085;Me encanta mi vestido de mujerzuela zorra suripanta. No se los voa ensearan.;1;1;1
22655;@Andrefcarmona @ValeeJurado Tu eres una perra;1;1;1
