id,text,tweet_limpio,HS_pred,TR_pred,AG_pred
24284,@lortegadiaz Cllate perra que a ti te espera el mismo destino de maduro y cabello ahora se la tira de correcta porque no lo hicistes aqu corrupta de mierda,user cllate perra que a ti te espera el mismo destino de maduro y cabello ahora se la tira de correcta porque no lo hicistes aqu corrupta de mierda,1,1,1
20090,Me obligan a tragar polla y me mean en la cara  https://t.co/8SHYnivgXa,me obligan a tragar polla y me mean en la cara url,0,0,0
22442,@pabloiria @focusings Pablo callate de una puta vez. Te has ganado otro strike.,user user pablo callate de una puta vez te has ganado otro strike,0,0,0
23139,ESTA MUJER ES LA MACANADA PERSONIFICADA PUTA MADRE! https://t.co/uO8VF5qLr3,esta mujer es la macanada personificada puta madre! url,0,0,0
21059,Si leo una vez ms que Victoria Donda se mereca que la repriman por PUTA salgo a los tiros.,si leo una vez ms que victoria donda se mereca que la repriman por puta salgo a los tiros,1,0,1
22405,La que dijo me encargar de que tengas hijos de puta tranquila Dios te preparar tu sitio donde merecesaqui y ali,la que dijo me encargar de que tengas hijos de puta tranquila dios te preparar tu sitio donde merecesaqui y ali,0,0,0
23480,@angelic07790105 @Rubiu5 Callate puta fea https://t.co/PPPoBTGu9a,user user callate puta fea url,1,1,1
20899,Mi cuado quiso tomar a la par de los otros y bueno aca esta hablado rabe JAJAJAJA,mi cuado quiso tomar a la par de los otros y bueno aca esta hablado rabe jajajaja,0,0,0
20201,una chica dijo que no le gustaron los chistes sobre acoso y violacin en el video de Rubn y esto le contestaban algunos de sus fans https://t.co/F2SKl21D4B,una chica dijo que no le gustaron los chistes sobre acoso y violacin en el video de rubn y esto le contestaban algunos de sus fans url,0,0,0
22169,@AndreiusArdilla Me flipa Me tienes que ensear a hacer pelo me cago en la puta JAJAJA,user me flipa me tienes que ensear a hacer pelo me cago en la puta jajaja,0,0,0
21844,@_CandelaNievas Manga de pitos cortos hijos de puta les voy en ensear lo q es respeto puto de la patada en sus partes intimas que les voy a dar y mujeres ustedes tampoco se salvan conchas retobadas,user manga de pitos cortos hijos de puta les voy en ensear lo q es respeto puto de la patada en sus partes intimas que les voy a dar y mujeres ustedes tampoco se salvan conchas retobadas,0,0,0
21168,Quiero pegarte pq ests bien imbcil y despus darte un besito.,quiero pegarte pq ests bien imbcil y despus darte un besito,0,0,0
21004,@AlanGarciaPeru Los otros se venden. Ja. T eres la puta poltica mayor. Eres la Madame ! Vergenza ajena das. Pobres tus hijos. Habrn aprendido de tu cinismo?,user los otros se venden ja t eres la puta poltica mayor eres la madame ! vergenza ajena das pobres tus hijos habrn aprendido de tu cinismo?,0,0,0
22448,Los sin papeles te roban el trabajo. https://t.co/OCAXJm4UH2,los sin papeles te roban el trabajo url,1,0,1
23785,Vamos a ver si hay algn extremista de la mujer por aqui...,vamos a ver si hay algn extremista de la mujer por aqui,1,0,0
22789,Me parece mal que veis cultura de violacin por ah y hasta os parezca gracioso que violen a mujeres. Soys escoria.,me parece mal que veis cultura de violacin por ah y hasta os parezca gracioso que violen a mujeres soys escoria,0,0,0
22094,Por eso todos nos odian. Nos vamos a ganar una fama de choros as como los rabes de terroristas jhajasja t.t,por eso todos nos odian nos vamos a ganar una fama de choros as como los rabes de terroristas jhajasja t t,1,0,0
24723,@Absolute_Zero23 @IrantzuVarela @enlafronteratv Coo reseco vuelve a la carga. La reina del vaginesil.,user user user coo reseco vuelve a la carga la reina del vaginesil,0,0,0
23904,El riesgo constante de acoso y violacin para las nias y adolescents migrantes y refugiadas se produce en toda su trayectoria por parte de agresores que incluyen proveedores de servicios y personas que deberan protegerlas. #ENDviolence #NiUnaMenos https://t.co/MkTJJwxG5H https://t.co/DOgYsdFjSf,el riesgo constante de acoso y violacin para las nias y adolescents migrantes y refugiadas se produce en toda su trayectoria por parte de agresores que incluyen proveedores de servicios y personas que deberan protegerlas endviolence niunamenos url url,0,0,0
24094,@Ke_Me_Da_Igual Lo de mandar fotos de la polla es para provocar lstima?????jajaja!!,user lo de mandar fotos de la polla es para provocar lstima?????jajaja!!,0,0,0
24800,Pablo Echenique: La inmigracin mejora la economa y por lo tanto el estado de bienestar -  Correcto! l es inmigrante. SU economa ha mejorado y SU estado de bienestar tambin. https://t.co/DqqU6qxoWo,pablo echenique la inmigracin mejora la economa y por lo tanto el estado de bienestar correcto! l es inmigrante su economa ha mejorado y su estado de bienestar tambin url,0,0,0
22792,Que ganas de comerme unas empanadas rabes con mucho limnnnnnn. Por Dio,que ganas de comerme unas empanadas rabes con mucho limnnnnnn por dio,0,0,0
20815,"""""Lo mismo que el problema de la inmigracin no es por las polticas del Gobierno de Pedro @sanchezcastejon tampoco la """"""""mejora"""""""" de la situacin econmica es por sus decisiones en 60 das 60.  """"""""Ha supuesto un cambio de poca en la poltica espaola"""""""" @20m https://t.co/IzaB9N5Bp0""""",lo mismo que el problema de la inmigracin no es por las polticas del gobierno de pedro user tampoco la mejora de la situacin econmica es por sus decisiones en 60 das 60 ha supuesto un cambio de poca en la poltica espaola user url,0,0,0
23269,La mujer a su marido: -Llevamos 20 aos casado y nunca me has comprado nada +Es que vendes algo? #Afregar,la mujer a su marido llevamos 20 aos casado y nunca me has comprado nada es que vendes algo? afregar,0,0,0
21306,No soy racista pero QUE ASCO DAN LOS PUTOS MOROS. COMO DEPENDIESE DE MI QUE ENTRASEN EN ESPAA LO LLEVABAN CLARO ESTOS IMPRESENTABLES GUARROS Y MAL OLIENTES,no soy racista pero que asco dan los putos moros como dependiese de mi que entrasen en espaa lo llevaban claro estos impresentables guarros y mal olientes,1,0,1
20733,Esto es lo que he encontrado.   https://t.co/DWXDTLmP2j va @Confidencial Digital,esto es lo que he encontrado url va user digital,1,0,1
24020,COMO???? NO NO NO PUEDE SER QUE CARAJO NO MERECIA ESO QUE HIJO DE PUTA' la reaccion de mi tia con >>>las series Mi hermano con >>>sus videojuegos Y yo con >>>los libros Diferent place same feeling,como???? no no no puede ser que carajo no merecia eso que hijo de puta la reaccion de mi tia con las series mi hermano con sus videojuegos y yo con los libros diferent place same feeling,0,0,0
23118,Slo falta que diga que tiene un mster en derechos humanos.... Como esos que tiene su jefe... https://t.co/z53e5OK1rY,slo falta que diga que tiene un mster en derechos humanos como esos que tiene su jefe url,1,0,0
22150,TANIA FECHA DE NACIMIENTO APROXIMADA: JULIO 2016 FECHA DE APERTURA DE LBUM: 05/01/2018 SEXO: HEMBRA PESO: 6'5 KILOS ALTURA A LA CRUZ: 31 CM POSITIVA EN LEISHMANIA 16/01/2018 PADRINOS: DAVID Y LIDIA  CARACTER:... https://t.co/4YXOnafNOk,tania fecha de nacimiento aproximada julio 2016 fecha de apertura de lbum 05 01 2018 sexo hembra peso 6 5 kilos altura a la cruz 31 cm positiva en leishmania 16 01 2018 padrinos david y lidia caracter url,0,0,0
23945,@pnique @Pablo_Iglesias_ Callate de una puta vez gilipollas a ti que cojones te importa lafgate para tu pais y dejanos en paz a la puta calle,user user callate de una puta vez gilipollas a ti que cojones te importa lafgate para tu pais y dejanos en paz a la puta calle,0,0,0
22009,el indocumentado marica donde est? https://t.co/2lvCsBucAw,el indocumentado marica donde est? url,1,0,0
20990,Como queda Arabe de Ecko.,como queda arabe de ecko,0,0,0
24772,Y tu eres perra ? Ladrame hau hau hau ... QUE PERRRRRRA MI AMIGAAAAAAAAAA,y tu eres perra ? ladrame hau hau hau que perrrrrra mi amigaaaaaaaaaa,1,1,1
22643,@natalia_mhg LLEGS A DECIR QUE ME VIOLE A ESE RBOL Y TE PEGO UNA PIA EN LA CARA QUE TE VA A DEJAR UNA MARCA DE MILANESA A LO BATMAN ahre,user llegs a decir que me viole a ese rbol y te pego una pia en la cara que te va a dejar una marca de milanesa a lo batman ahre,0,0,0
22954,PUTA MIERDA COO. Se mereca quedarse Mireya coo. #OTGala7 pues nada Cepeda nominado otra vez.,puta mierda coo se mereca quedarse mireya coo otgala7 pues nada cepeda nominado otra vez,0,0,0
20448,esta muy generalizada la idea de puta por ensear el cuerpo en redes sociales cuando puta es ofrecer sexo a cambio de dinero y ensear el cuerpo porque se me da la gana se llama MUJER LIBRE Y SEGURA DE SI MISMA https://t.co/iywvOXw75I,esta muy generalizada la idea de puta por ensear el cuerpo en redes sociales cuando puta es ofrecer sexo a cambio de dinero y ensear el cuerpo porque se me da la gana se llama mujer libre y segura de si misma url,1,0,0
22347,@detailiant no mereces entrar a mi choza perra,user no mereces entrar a mi choza perra,1,1,1
21625,Hey @Loli_Chichona: Tu nabo es una polla pequea y t eres un cornudo,hey user tu nabo es una polla pequea y t eres un cornudo,0,0,0
23759,@Ndemoniado @Zurine3 Que coo que vivan las putas libres,user user que coo que vivan las putas libres,1,0,0
22396,NINGUNA MUJER ES 'PUTA'  https://t.co/cV0CQM5RIg,ninguna mujer es puta url,0,0,0
23971,@dsmolansky De verdad q tu eres tremendo MAM HUEVO HIJO E PUTA hipcrita q eres cmplice con fredy Guevara de todo esto apoyando este maldito gobierno cabrn,user de verdad q tu eres tremendo mam huevo hijo e puta hipcrita q eres cmplice con fredy guevara de todo esto apoyando este maldito gobierno cabrn,0,0,0
22138,Extrao arabe extrao reggaeton extrao la murga extrao todo,extrao arabe extrao reggaeton extrao la murga extrao todo,0,0,0
22737,@PabloAgustin @barbarammzz @MicaSuarez12 CLLATE...PERRA https://t.co/Qm6enxgxls,user user user cllate perra url,1,1,1
23398,@lniestismoFCB Callate ya puta basura humana.,user callate ya puta basura humana,1,1,1
22195,Las 'Supernenas' de Tnger: sin velo y con minifalda Tres jvenes marroques luchan contra el acoso sexual https://t.co/oBcJ4foDhE,las supernenas de tnger sin velo y con minifalda tres jvenes marroques luchan contra el acoso sexual url,0,0,0
24551,@la_patilla Callate infeliz eres una perra de los cubanos,user callate infeliz eres una perra de los cubanos,1,1,1
20941,que estan haciendo los dos han enseado la polla en la cara y me la deje asi,que estan haciendo los dos han enseado la polla en la cara y me la deje asi,0,0,0
21593,Dentro de poco vamos a tener malaria por todos estos negros sudacas de Africa SUDACAS DE FRICAAAAAAAAAAAAAAA,dentro de poco vamos a tener malaria por todos estos negros sudacas de africa sudacas de fricaaaaaaaaaaaaaaa,1,0,0
23366,@OwningCurtX13 @jamesvoltaire18 Jajajjaja callate hijo de puta nio de mami ese juego nosotros los latinos lo esperamos con ansias,user user jajajjaja callate hijo de puta nio de mami ese juego nosotros los latinos lo esperamos con ansias,0,0,0
21513,Me tiene podrida.. los cuadernos los bolsos los jueces corruptos los K los justificadores seriales de cualquier mala maniobra del gobierno la idiosincrasia sudaca.,me tiene podrida los cuadernos los bolsos los jueces corruptos los k los justificadores seriales de cualquier mala maniobra del gobierno la idiosincrasia sudaca,1,0,1
22052,Putos moros y negros que vienen a invadir Espaa!!! https://t.co/01Ol8Te5cK,putos moros y negros que vienen a invadir espaa!!! url,1,0,1
23751,Snchez crea un mando nico para controlar las fronteras y la inmigracin ilegal  https://t.co/G9AcHPq1cM  Compartido desde tu tabln de Google,snchez crea un mando nico para controlar las fronteras y la inmigracin ilegal url compartido desde tu tabln de google,1,0,0
24580,Solo me encanta provocarlo. ser su puta especial. ser su nia en sus piernas. ser tan dama cuando gime. ser tan esencial en su vida ser su seora mi seor. Natacha https://t.co/LGv12FGWaV,solo me encanta provocarlo ser su puta especial ser su nia en sus piernas ser tan dama cuando gime ser tan esencial en su vida ser su seora mi seor natacha url,0,0,0
24017,Arabe remix ya te siento,arabe remix ya te siento,0,0,0
22879,Alguien le puede ensear a superar a esa perra de mierda?,alguien le puede ensear a superar a esa perra de mierda?,0,1,1
24197,Si van a andar enseando culo en las redes sociales como lo puta que son al menos lvense las patas!!!  https://t.co/vjM9BktN87,si van a andar enseando culo en las redes sociales como lo puta que son al menos lvense las patas!!! url,0,0,0
23500,putos moros tan en to,putos moros tan en to,1,0,1
24934,Voy a saltar la valla de Melilla en chndal con un Seat Ibiza tuneado.,voy a saltar la valla de melilla en chndal con un seat ibiza tuneado,1,0,1
20051,De esto que ests escribiendo y te preguntas lo callada que est la perra. Miras hacia atrs y te encuentras esto. https://t.co/LkdwUVHgaJ,de esto que ests escribiendo y te preguntas lo callada que est la perra miras hacia atrs y te encuentras esto url,1,1,1
24230,espero que los que votasen que mimi se fuese de la escuela tenga un 2018 de puta pena porque os lo merecis por este dolor que me creado sin warmi #otnavidad,espero que los que votasen que mimi se fuese de la escuela tenga un 2018 de puta pena porque os lo merecis por este dolor que me creado sin warmi otnavidad,0,0,0
23618,@XENlOH @damtehh Callate sapo conchetumare ijo la perra,user user callate sapo conchetumare ijo la perra,1,1,1
22416,@Pepe_ElEzequiel Puta!? Puta con las que vos te metes Esa mujer es un ngel enviado por Jesucristo nuestro seor para darnos esa paz que buscamos slo con verla,user puta!? puta con las que vos te metes esa mujer es un ngel enviado por jesucristo nuestro seor para darnos esa paz que buscamos slo con verla,1,0,0
21801,Segundo dia y quierooo comer empanadas rabes sss la puta que los mierdaaaa,segundo dia y quierooo comer empanadas rabes sss la puta que los mierdaaaa,0,0,0
23070,@PeyejitoStyle @Zeildoux y tu eres un hijo de la gran puta y tu novia una guarra jajaja,user user y tu eres un hijo de la gran puta y tu novia una guarra jajaja,0,0,0
22707,Los manteros subsaharianos corren a sillazos a la Polica https://t.co/OXY9ZhnW5y va @Periodistadigit,los manteros subsaharianos corren a sillazos a la polica url va user,1,0,1
20356,@Everfetts Cllate y respndeme perra,user cllate y respndeme perra,1,1,1
20328,Ac es como que vas al club a tomar algo y si o si tenes que cruzar a sudaca para qu tal est,ac es como que vas al club a tomar algo y si o si tenes que cruzar a sudaca para qu tal est,1,0,1
22312,@_FernandaCaso No mereces mi amistadabputa perra olvidadora,user no mereces mi amistadabputa perra olvidadora,1,1,1
20071,@PrincipeVaron @_Brix__ @Re152005 @Barbijaputa @Yiyefly Coo que callados estis,user user user user user coo que callados estis,0,0,0
20164,pero callate puta no nos vemos hace meses y ahora que me voy me quers ver ME CAES MAL AGUSTINA https://t.co/PnQkCwktmY,pero callate puta no nos vemos hace meses y ahora que me voy me quers ver me caes mal agustina url,1,0,1
24046,Pegarte en la cara con un sartn > ver Friends. https://t.co/HGNu2v8g7C,pegarte en la cara con un sartn ver friends url,0,0,0
21407,@bblackbird_ @vntiat Tu eres ms tonto que un bocao en la polla chaval,user user tu eres ms tonto que un bocao en la polla chaval,0,0,0
20530,Santos firm un decreto que permitir a 400 mil venezolanos indocumentados regularizar su situacin en el pas https://t.co/8B0FSOKn7M  #INTERNACIONALES,santos firm un decreto que permitir a 400 mil venezolanos indocumentados regularizar su situacin en el pas url internacionales,0,0,0
22545,@_eckoyg papi saca otro tema como rabe o empiezo a los tiros 1er aviso,user papi saca otro tema como rabe o empiezo a los tiros 1er aviso,0,0,0
23083,Rescatan a 61 indocumentados #Video https://t.co/FuduLWiOgO,rescatan a 61 indocumentados video url,0,0,0
21909,Las voces de las mujeres son mi puta debilidad  ( Obvio que no cualquiera ),las voces de las mujeres son mi puta debilidad obvio que no cualquiera,0,0,0
22495,Para el tal uranium ese todo el puto sol en la cara voy a autodestruir la polla,para el tal uranium ese todo el puto sol en la cara voy a autodestruir la polla,0,0,0
24503,#Suiza  retira el permiso a 189 refugiados que fueron de vacaciones a sus pases   https://t.co/CLtwIle75v va @abc_es,suiza retira el permiso a 189 refugiados que fueron de vacaciones a sus pases url va user,1,0,1
24793,quiero ponerme un icon de dua pero no puedo elegir porque esa mujer es tan hermosa la puta que me pari,quiero ponerme un icon de dua pero no puedo elegir porque esa mujer es tan hermosa la puta que me pari,0,0,0
24553,@xDeputyGrimes Pero si t eres la perra.,user pero si t eres la perra,1,1,1
20287,Os habis dado cuenta de que podrais pintarle una polla en la cara a un vampiro dormido y se pasara meses con ella?,os habis dado cuenta de que podrais pintarle una polla en la cara a un vampiro dormido y se pasara meses con ella?,0,0,0
24681,me acuerdo cuando le dije en anon callate perra hijueputa JAJAJAJAJAJ,me acuerdo cuando le dije en anon callate perra hijueputa jajajajajaj,1,1,1
21012,Me e marcado un gazpacho (gitano sevillano) que se bebe un vaso un subsahariano se vuelve a su tierra se pone a trabajar y levanta el solo el pais,me e marcado un gazpacho gitano sevillano que se bebe un vaso un subsahariano se vuelve a su tierra se pone a trabajar y levanta el solo el pais,1,0,0
24281,Venezolanos echados de su propio pas por un cretino extranjero indocumentado ttere de Cuba... Que bolas... https://t.co/t9gXJFUpab,venezolanos echados de su propio pas por un cretino extranjero indocumentado ttere de cuba que bolas url,1,0,0
20644,Que injusto... hijos de puta no merecais ni el empate xd @CDeportivoLugo,que injusto hijos de puta no merecais ni el empate xd user,0,0,0
23864,NO SE PORQUE NO EXISTE UN CONTROL FRONTERIZO CON COLOMBIA RADICAL TRANSENTES Y AUTOS TRANSPORTE DE TODO TIPO ADEMAS TODO COLOMBIANO INDOCUMENTADO DEPORTADO  BASTA CARAJO,no se porque no existe un control fronterizo con colombia radical transentes y autos transporte de todo tipo ademas todo colombiano indocumentado deportado basta carajo,1,0,0
21804,@shachuasg @katyperry Cagado! La mujer es perra perra perra,user user cagado! la mujer es perra perra perra,0,0,0
20259,Los que asaltaron la valla de Ceuta con lanza-Llamas y con cal viva   Tambin son victimas https://t.co/RQV4c6TkIQ,los que asaltaron la valla de ceuta con lanza llamas y con cal viva tambin son victimas url,0,0,0
23534,@DeluxeSabado @BelenEstebanM Y deja de gritar a las personas que te disentir la verdad en tu puta cara mara la piedra callate ya so puta,user user y deja de gritar a las personas que te disentir la verdad en tu puta cara mara la piedra callate ya so puta,0,0,0
21332,Hay una chica que grita como la puta madre CALLATE POR DIOS #CNCOConSG,hay una chica que grita como la puta madre callate por dios cncoconsg,0,0,0
23333,Emiratos rabes Unidos crea un Ministerio de Inteligencia Artificial. Conoce cuales son sus planes de gestin aqu va @Baquia_com  https://t.co/xYx8d3SBBW https://t.co/eNjaLzOrdZ,emiratos rabes unidos crea un ministerio de inteligencia artificial conoce cuales son sus planes de gestin aqu va user url url,0,0,0
20794,@ArnaldoOtegi @osakidetzaEJGV Los vascos son de Puta madre SIEMPRE. Tu eres un hideputa.,user user los vascos son de puta madre siempre tu eres un hideputa,0,0,0
24297,Por eso seremos siempre unos subdesarrollados sudacas https://t.co/VrF83smKqq,por eso seremos siempre unos subdesarrollados sudacas url,1,0,1
23360,rabe Unido - Arnett Gardens 3:0  Ms informacin: https://t.co/A9zC7YzTHL https://t.co/sA8dNZsZAg,rabe unido arnett gardens 3 0 ms informacin url url,0,0,0
22650,@lopezdoriga Tu eres la puta del gobierno y del @PRI_Nacional y no soy bot...,user tu eres la puta del gobierno y del user y no soy bot,1,1,1
23840,Ya callate con tu puta aguila color azul pinche tabasquea fea >:( #ExatlonMx,ya callate con tu puta aguila color azul pinche tabasquea fea exatlonmx,1,1,1
22672,un TEMAZO rabe,un temazo rabe,0,0,0
22280,QU HACESSSSS COMO QUE VETE IMBECIL QUE TE PEGO,qu hacesssss como que vete imbecil que te pego,0,0,0
20426,@mangelrogel Cllate puta etiqueta dejamos a nosotros los mortales y ve a jugar con tus nmeros...,user cllate puta etiqueta dejamos a nosotros los mortales y ve a jugar con tus nmeros,1,1,1
24071,@CeelMateos Cllate maldita perra.,user cllate maldita perra,1,1,1
22370,@TeleShowTV @EdgarCamarasa Si era tan buena no estara preso por ABUSO ACOSO VIOLACIN A UN MENOR. Que pague para que aprenda el y sus seres queridos.,user user si era tan buena no estara preso por abuso acoso violacin a un menor que pague para que aprenda el y sus seres queridos,0,0,0
24409,Quiero ser igual de dedicada que el gero,quiero ser igual de dedicada que el gero,0,0,0
20332,@pavoacuerda Aqui son acosadores porque les mandan un dm... las hara hablar con una victima de acoso o violacin a estas infradotadas para que dejen de hablar estupideces. Asco me dan como mujer.,user aqui son acosadores porque les mandan un dm las hara hablar con una victima de acoso o violacin a estas infradotadas para que dejen de hablar estupideces asco me dan como mujer,0,0,0
23782,@BeeluArzola Hija de re mil puta mereces un Tiro en la concha puta de mierda!!!!!,user hija de re mil puta mereces un tiro en la concha puta de mierda!!!!!,0,0,0
24361,Cuando valen dice que esa chica es mas puta jajajaja almenos nos llevamos bien odiando a la misma persona,cuando valen dice que esa chica es mas puta jajajaja almenos nos llevamos bien odiando a la misma persona,0,0,1
22337,Siempre ser fan de los taquitos sudados del gero,siempre ser fan de los taquitos sudados del gero,1,0,1
23523,Una guerra mundial por los inmigrantes lol  Les sacaba los ojos. Mi madre se ha juntado con dos seores mayores y sueltan cada perla...,una guerra mundial por los inmigrantes lol les sacaba los ojos mi madre se ha juntado con dos seores mayores y sueltan cada perla,0,0,0
24290,@voguedoblas Cllate puta que eres mas importante para mi de lo que crees >:(,user cllate puta que eres mas importante para mi de lo que crees,1,1,1
23579,@sarahernandezp Que te calles quejica hostia puta si mola,user que te calles quejica hostia puta si mola,1,1,1
24272,SI YO MANDARA EN ESPAA AQUI NO ENTRABA NI CRISTO SIN PAPELES QUE SE VALLA A SU PAIS https://t.co/DM40KLgEHA,si yo mandara en espaa aqui no entraba ni cristo sin papeles que se valla a su pais url,1,0,1
20582,Hoy los tuve que soportar a mi viejo y a mi vieja justificar el acoso callejero porque segn ellos 'se lo buscan al vestirse as'. Vergenza me dan,hoy los tuve que soportar a mi viejo y a mi vieja justificar el acoso callejero porque segn ellos se lo buscan al vestirse as vergenza me dan,0,0,0
20294,feliz cumpleaos franchute moracrema  @thesinnner1,feliz cumpleaos franchute moracrema user,0,0,0
21259,LAS GANADORAS DEL PRIMER SORTEO DE ENTRADAS PARA LA NICA FIESTA EXCLUSIVA PARA MAYORES DE 18 AOS DE SUDACA&amp;LA ISLA @melanicolinaa FELICITACIONES NOS COMUNICAREMOS POR PRIVADO CONTIGO https://t.co/i28u0VSHiH,las ganadoras del primer sorteo de entradas para la nica fiesta exclusiva para mayores de 18 aos de sudaca amp la isla user felicitaciones nos comunicaremos por privado contigo url,1,0,1
20505,Horrible el tema arabe.,horrible el tema arabe,0,0,0
20503,inventarse espas de amlo para montarte todo un show de acoso y persecusin q acaba de guardanalgas por los celos de un afiliado blandengue mocho es pretexto p pedir a la sectayunquera o al partido,inventarse espas de amlo para montarte todo un show de acoso y persecusin q acaba de guardanalgas por los celos de un afiliado blandengue mocho es pretexto p pedir a la sectayunquera o al partido,0,0,0
20853,porque me llev una hostia por su parte y nos dio la risa floja despus,porque me llev una hostia por su parte y nos dio la risa floja despus,0,0,0
23250,@stevendidierh @CandeeCarranza Callate que estamos de la panza por tu puta amarena,user user callate que estamos de la panza por tu puta amarena,0,1,1
22624,@yaniimansilla14 No seas puta y deja de ensearle eso a la chica,user no seas puta y deja de ensearle eso a la chica,0,0,1
22996,la cagada a palos se la mereca' en q cabeza cabe hija de re mil puta https://t.co/ToUeBLCbTc,la cagada a palos se la mereca en q cabeza cabe hija de re mil puta url,0,0,0
23266,@manuelburque Ojal encontrarmelo por la calle y darle un puetazo en la cara con mi puo de maricn. Que asco de escoria.,user ojal encontrarmelo por la calle y darle un puetazo en la cara con mi puo de maricn que asco de escoria,0,0,0
24753,@julihavas @miabreaur callate puta gorriada,user user callate puta gorriada,1,1,1
20961,@BeeluArzola Mereces Lo Peor Hija De Mil Puta! Ojal Nunca Ms Vuelvas Ah Ver Ah Ts Hijas Basura..,user mereces lo peor hija de mil puta! ojal nunca ms vuelvas ah ver ah ts hijas basura,0,0,0
23256,@AgusManzanares En tu cara zorra,user en tu cara zorra,1,1,1
24832,El personaje de Corbin es sencillamente ensear el titulo que le han regalado y no esta haciendo una puta mierda con el a el primero que pase. Y no es broma. #WWEClash,el personaje de corbin es sencillamente ensear el titulo que le han regalado y no esta haciendo una puta mierda con el a el primero que pase y no es broma wweclash,0,0,0
20485,SI SOLO ME DESPERTARON PARA PROVOCARME UN PUTO ATAQUE DE ANSIEDAD MEJOR ME HUBIERAN ASFIXIADO CON LA PUTA ALMOHADA,si solo me despertaron para provocarme un puto ataque de ansiedad mejor me hubieran asfixiado con la puta almohada,0,0,0
23470,Tendran que pegarte a ti la paliza y que te calles de una puta vez para siempre https://t.co/zncjv32WFn,tendran que pegarte a ti la paliza y que te calles de una puta vez para siempre url,0,0,0
20271,Hola soy TraedRuffles tu novia es una puta me acabo de pasar el Tekken con Casemiro redme las gracias por favor,hola soy traedruffles tu novia es una puta me acabo de pasar el tekken con casemiro redme las gracias por favor,1,1,1
20960,Me ha gustado un vdeo de @YouTube (https://t.co/ciShALtJBr - Por qu tanta inmigracion hacia Chile?).,me ha gustado un vdeo de user url por qu tanta inmigracion hacia chile?,0,0,0
24480,Todo Hollywood denunciando acoso y abuso y violacin bla bla,todo hollywood denunciando acoso y abuso y violacin bla bla,0,0,0
22214,No te mereces que te coman el coo peor que yo  Qu os pasa en la puta cabeza para escribirle a alguien estas cosas? Pregunto https://t.co/R7zDdKTtqj,no te mereces que te coman el coo peor que yo qu os pasa en la puta cabeza para escribirle a alguien estas cosas? pregunto url,0,0,0
24811,"""""Hay 50.000 subsaharianos agolpados en el norte de Marruecos esperando para entrar en Espaa en cualquier momento. Las cifras dan miedo. Las mafias les venden que Espaa es """"""""su paraso"""""""". No sabemos cmo va ha acabar esto. #DefiendeEspaa  #DefiendeTusFronteras""""",hay 50 000 subsaharianos agolpados en el norte de marruecos esperando para entrar en espaa en cualquier momento las cifras dan miedo las mafias les venden que espaa es su paraso no sabemos cmo va ha acabar esto defiendeespaa defiendetusfronteras,1,0,0
20480,@anaisbernal Merecan que se le cortase la polla a l y al juez que dict su inocencia ...y los abogados que asumieron su defensa al horno con sus huevos el la boca,user merecan que se le cortase la polla a l y al juez que dict su inocencia y los abogados que asumieron su defensa al horno con sus huevos el la boca,1,0,0
21043,le dije a mi mam que extraaba a un pibito y me tir los pelos jajajajajajajjaja enseandome como en los viejos tiempos perra,le dije a mi mam que extraaba a un pibito y me tir los pelos jajajajajajajjaja enseandome como en los viejos tiempos perra,1,0,1
24919,@IrantzuVarela A mi lo que digas t me importa una puta mierda la verdad.,user a mi lo que digas t me importa una puta mierda la verdad,0,0,0
22611,Rata gera piloteando terreneando,rata gera piloteando terreneando,0,0,0
20325,@JuanitoSay Pero cllate hijo de puta debe de paliar ms que vos el,user pero cllate hijo de puta debe de paliar ms que vos el,0,0,0
24139,y t eres mayorcita para meterte en tu puta vida y no insultar a la gente que come lo que les sale de la punta del nabo (vegano) https://t.co/ipAAuAEoaN,y t eres mayorcita para meterte en tu puta vida y no insultar a la gente que come lo que les sale de la punta del nabo vegano url,0,0,0
23803,Me gust un video de @YouTube https://t.co/ArUxnxbuNM INMIGRANTES - Muxaxitos - (album) Maquinas de Amor,me gust un video de user url inmigrantes muxaxitos album maquinas de amor,0,0,0
21537,@ArabelMarcelo Callate hijo de mil puta anda a la plaza a hacer quilombo raro que no estas ahi con todos tus amiguitos,user callate hijo de mil puta anda a la plaza a hacer quilombo raro que no estas ahi con todos tus amiguitos,0,0,0
20544,@LeticiaDolera Pues una puta mierda,user pues una puta mierda,0,0,0
24796,#PartyChilensisFtAoNuevo cllate perra qlia,partychilensisftaonuevo cllate perra qlia,1,1,1
21047,Querido amig@ Godinez hoy se vale que tu caf lleve piquete de vodka. Chingale te lo mereces! Ningn jefe en su perra vida,querido amig godinez hoy se vale que tu caf lleve piquete de vodka chingale te lo mereces! ningn jefe en su perra vida,1,1,1
21877,Grande-Marlaska acusa al Gobierno de Rajoy de la crisis migratoria en Espaa via @El_Plural https://t.co/ts6R8DqYWW El Tribunal de Estrasburgo consider que Espaa haba vulnerado el Convenio Europeo de Derechos Humanos al devolver a Marruecos a dos inmigrantes subsaharianos...,grande marlaska acusa al gobierno de rajoy de la crisis migratoria en espaa via user url el tribunal de estrasburgo consider que espaa haba vulnerado el convenio europeo de derechos humanos al devolver a marruecos a dos inmigrantes subsaharianos,0,0,0
23990,@camilaarbonaa8 Por acoso y violacin a la intimidad,user por acoso y violacin a la intimidad,0,0,0
